pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
CD4 T cell surface signature Th1-stimulated (S6),0.543924867931912,0.669321345797881,0.487589969569985,0.94080458897426,2779,4,LAG3|TSPAN5
TBA (M72.1),0.55447016351667,0.674916865703812,-0.308115435019296,-0.924846579780151,2610,15,SACM1L|MBNL1|PPP1R12A|IMPA1|ARID4B|G3BP2|VPS4B|PLEKHF2|NEK7|FMR1
mitosis (TF motif CCAATNNSNNNGCG) (M169),0.552726501166985,0.674916865703812,-0.323311588833558,-0.927297371626451,2604,13,CASP8AP2|UPF3B|ARMC1
TBA (M242),0.563686208350907,0.683574692962853,-0.334926668072903,-0.914910161264532,2672,11,RASA2|CREBBP|MED1
T cell surface signature (S0),0.577604842196282,0.697849716408147,-0.277850468929961,-0.917352906227843,2671,21,CLEC2D|SLC38A1|CD3E|MAL|CD2|FLT3LG|CD6|SLC37A3|CD28|CD3G
B cell development/activation (M58),0.580608365019011,0.698425473625137,0.335657878944113,0.905143042915101,3053,11,LYN|BTK|GAB2|NEDD4
Wnt signaling pathway (M206),0.582379394930499,0.698425473625137,-0.46540024446433,-0.909005606852239,2848,4,SOX4|LOXL2
Hox cluster I (M17.0),0.607644305772231,0.720745983123997,0.396603024960235,0.877543435324709,3115,6,ITGA7|ZNF503|CPNE8|MEIS1|HOXB4
chemokines and inflammatory molecules in myeloid cells (M86.0),0.606073476321937,0.720745983123997,-0.296568742108313,-0.890187753143224,2853,15,TRAF1|CXCL2|TNFAIP3|IL1B|NFKBIA|TNF|CCL4|G0S2
"plasma cells & B cells, immunoglobulins (M156.0)",0.604407359863072,0.720745983123997,-0.292985822459579,-0.896240729777958,2824,16,FCRL1|OSBPL10|IGHD|E2F5|FCRL2|ADAM28|SPIB|BLK|GNG7|CD22
inositol phosphate metabolism (M129),0.612188949810207,0.723496031593881,-0.321712715647171,-0.878813963209212,2902,11,FNDC3A|PIK3C3|PIK3C2A|IMPA1|MED23|PIKFYVE|PANK3|PLEKHF2|AVL9
cell adhesion (lymphocyte homing) (M21),0.61542934677263,0.72469035398951,0.374980208820957,0.876831572580736,3174,7,VAV1|SELL|PTK2
"collagen, TGFB family et al (M77)",0.643132220795892,0.754577515374242,-0.283750295792141,-0.867989345151828,3005,16,GATA3|BCL11B|COL6A2
leukocyte migration (M88.0),0.6592082616179,0.770657140380639,0.323988549721473,0.849958910346189,3446,10,ST14|GPR35|MYO7B|GMDS|CEACAM1|ACSL5|PIP5K1B
CORO1A-DEF6 network (II) (M32.4),0.664208735110607,0.77371985272741,0.29898898494473,0.848919917094326,3512,13,GNB2|CORO1A|NR1H2|NRBP1
cell cycle and growth arrest (M31),0.67316886593995,0.781356719394585,0.320408682088603,0.84056740439626,3519,10,RARA|OSM
TBA (M166),0.681190851735016,0.785224884145176,0.658892375540667,0.877147395993232,3454,1,PDGFRB
TBA (M248),0.681333591781353,0.785224884145176,0.354448881294429,0.828822328949289,3514,7,SSNA1|ALDH16A1|TBL3|FBXL15
"receptors, cell migration (M109)",0.705032915693353,0.809666775972932,-0.274089598107126,-0.822713822651618,3319,15,BCL2|GATA3|LEF1|TGFBR3|SYNE2|CCR7|S1PR1
signaling in T cells (II) (M35.1),0.712779417967103,0.81559375111206,-0.295477756545845,-0.80714863180915,3379,11,IL2RB|TNFRSF9|IL2RA|TNF|FOSL1|IFNG
TBA (M90),0.715212981744422,0.81559375111206,-0.643711305232805,-0.856687704393301,3525,1,CRABP2
enriched in hepatocyte nuclear factors (II) (M88.2),0.727523659305994,0.826731431029538,0.634806208124841,0.845082798173426,3689,1,PIP5K1B
enriched in naive and memory B cells (M83),0.734954657873042,0.832265727556581,-0.316343052223824,-0.782555997391134,3565,8,NR3C2|MS4A1
TBA (M104),0.740065904245009,0.835143815554264,0.335240626237489,0.783906879835147,3817,7,MGLL|PF4
cytoskeletal remodeling (enriched for SRF targets) (M34),0.749414976599064,0.842767707248082,0.349817153220949,0.774022705459195,3842,6,TPM1|MYLK|ACTN1
"proinflammatory dendritic cell, myeloid cell response (M86.1)",0.757372934532525,0.848780012838174,-0.298594136679979,-0.765156523714469,3620,9,STAT4
CORO1A-DEF6 network (I) (M32.2),0.761261261261261,0.850205875979072,0.259564398173585,0.783234759122116,4055,16,CLPTM1|STXBP2|CORO1A|UBE2M|APEH|HGS|TGFB1|CCDC22|TSC2
TBA (M120),0.76958174904943,0.853631632904657,0.284387202783981,0.766885314605904,4047,11,VAV1|LYN|HCLS1|ARRB2|LPXN
TBA (M233),0.767220421393841,0.853631632904657,-0.526123833757422,-0.814971253627655,3786,2,PRDM8|MAP3K10
enriched in B cells (V) (M47.4),0.775988286969253,0.857810181173494,-0.293136443667527,-0.751171019982412,3709,9,LY9|CD69|GPR18
nucleotide metabolism (M181),0.782800229841027,0.862407032875707,0.297075752827806,0.754630957647032,4086,9,RRM2|PAICS|GART
Hox cluster V (M96),0.809985850010107,0.889342571801638,-0.413399694157424,-0.727751266312509,4006,3,HOXB2|HOXB3
enriched for cell migration (M122),0.821760633036598,0.899233015949139,0.40758334040207,0.714392069107249,4153,3,MYLK|NRP1
"growth factor induced, enriched in nuclear receptor subfamily 4 (M94)",0.825686151267547,0.900496641483063,-0.268775098734753,-0.712218726415086,3940,10,PLK2|PPP1R15A
"cell cycle, ATP binding (M144)",0.829019459663707,0.901108108330116,0.248110724293114,0.734204073577082,4387,15,PSMA6|MCTS1|CCNC|HDAC2|UBA3|PSMC6|CUL5|COPS5|NEK7|RBM7|PCNP|VPS4B|PPP1R12A|TLK1|RAD21
nuclear pore complex (M106.0),0.831835686777921,0.901155327342747,-0.240112336230766,-0.73450125895372,3887,16,NUP160|NUP205|NUP35|NUP133|NUP107
TBA (M72.0),0.851218469431381,0.91604636610993,-0.222405906755382,-0.727325381004169,3981,20,SACM1L|ZBTB11|ADNP
TBA (M183),0.850010107135638,0.91604636610993,-0.391942101122853,-0.689977192640891,4204,3,KLF5
"T & B cell development, activation (M62.0)",0.860196665241556,0.922653188790448,-0.219785605488355,-0.718756311750616,4023,20,CD3E|TCL1A|ADCY9|MAL|UBASH3A|SH2D1A|EBF1|CAMK2D|TRAT1|CD3G
TBA (M116),0.865771812080537,0.925578417520311,0.445425381633137,0.690423845138118,4385,2,EPS8
lymphocyte generic cluster (M60),0.875959079283888,0.93339901890906,-0.234645217298645,-0.689682034568398,4109,14,ADARB1|DTX3|SH2D2A|CD2|PRKCZ|CD28
antigen presentation (lipids and proteins) (M28),0.879876796714579,0.934509669713197,-0.309114013265184,-0.651068419706067,4284,5,CD1C|CCR7
TBA (M80),0.889014936660995,0.936241243198162,0.237343311916522,0.673889256195551,4701,13,RGL1|GNG11|ENG|GPR132|PTK2|GAB1
TBA (M197),0.887421135646688,0.936241243198162,0.555932490882877,0.740082530664904,4500,1,NRP1
enriched for TF motif TNCATNTCCYR (M232),0.890149366609945,0.936241243198162,0.23707566964761,0.673129339060884,4707,13,HSD17B4|VPS41|PDE6D|TTC1|HDDC3|SMARCAL1|TBCK|ELP4|TCHP|GTF2H1|RAD51C|RAD50
Hox cluster III (M17.2),0.924826904055391,0.966458983337627,0.34057171939944,0.596937389691073,4674,3,MEIS1|HOXB4
AP-1 transcription factor network (M20),0.924824803567636,0.966458983337627,-0.223859650893967,-0.625951434404929,4354,12,JUN|EGR1|FOSB|FOSL1|IFNG
"adhesion and migration, chemotaxis (M91)",0.957353222413463,0.975359866095221,0.221923886142179,0.582200156787505,5005,10,CCR5|PF4|CX3CR1
TBA (M102),0.956459525756337,0.975359866095221,-0.283472073990068,-0.553669035863073,4678,4,BTLA|CD79A
nuclear pore complex (mitosis) (M106.1),0.954027836355968,0.975359866095221,-0.212460069019804,-0.5803714500479,4523,11,NUP160
TBA (M141),0.936816023126162,0.975359866095221,-0.254136614340263,-0.597921979131084,4536,7,KLF5|ST3GAL6|FUT4|PIP5K1B|CEACAM1|GMDS|B3GNT5
TBA (M153),0.953493310681673,0.975359866095221,-0.201278104653335,-0.604161121177231,4489,15,TCF12|RANBP6|C2orf69|PIK3C2A|AEBP2
"plasma membrane, cell junction (M162.0)",0.953039750584568,0.975359866095221,0.273648641300767,0.56899802427468,4890,5,ST14|SPINT1|TMC4
extracellular region cluster (GO) (M189),0.946191889218595,0.975359866095221,0.325251627858477,0.570085085364639,4782,3,CHI3L2|ENG
mitochondrial cluster (M235),0.951823162667674,0.975359866095221,0.204320844138907,0.604621974769099,5037,15,NDUFA8|ALG8|ALDH18A1|TMEM218|ACADM|HIBCH|ALDH6A1|HIBADH|EIF2B3
chemokine cluster (I) (M27.0),0.96681780708986,0.981924335325639,-0.22485824994067,-0.556244781786594,4690,8,CXCL2|CXCL3
"cell adhesion, membrane (M133.0)",0.987477988651927,0.994140602008264,0.248982015609094,0.480410667724933,5046,4,SPINT1|EPS8L1
transmembrane transport (SLC cluster) (M154.1),0.983616265298066,0.994140602008264,0.320081076991059,0.496136091575784,4982,2,SLC6A12
TBA (M218),0.988022813688213,0.994140602008264,0.186741363211951,0.503571214438624,5196,11,SLC35A5|HPS5|ACADM|RPE|SLC35B3|PREPL|ELP3|GTF2H1|PMS1|ALG6|POT1
TBA (M70.0),0.991844660194175,0.994263105835806,0.196250167786745,0.478087401656001,5107,8,PDLIM7|CDKN2B|FUT7|MAPRE3
amino acid metabolishm and transport (M154.0),0.994263105835806,0.994263105835806,0.25728389189008,0.450954574576097,5025,3,SLC6A12|AGMAT
